feature_id,explanation
11784,"Tokens indicating hypothetical, conditional, or contextual scenarios often involving equality, empowerment, or specific roles."
11789,"Tokens indicating a peak or culmination, or tax-free exemptions in economic and environmental contexts."
11799,"The token ""decis"" within the phrase ""act decisively"" emphasizing prompt and resolute action."
11904,"Words related to uniqueness, replication, or financial metrics in contexts highlighting distinctiveness or variability."
11977,"Tokens related to value changes, often ""appreciate"" or ""blocked"" in financial or medical contexts."
12122,"Words conveying small fragments or signs, often indicating subtlety or intricacy like ""hint"" or ""mosaic""."
12270,"Relative pronouns ""where"" or ""who"" indicating location or identity within explanatory contexts."
12333,"Words related to dietary fats, particularly ""fatty"" and occasionally ""fats"" in nutritional contexts."
12397,Tokens representing objects or concepts often associated with physical or structural forms.
12407,Tokens representing plural forms or possessive constructs enclosed in parentheses or quotation marks.
12572,"Tokens representing abstract concepts or actions often tied to dominance, potential, or overlapping contexts."
12639,"Nouns like ""handle"" and ""forms"" indicating physical or abstract items used for functionality or interaction."
12695,"Words related to physical objects used for activities, often emphasizing individuality or possession."
12798,"Tokens related to actions or roles involving taking, lending, or attacking."
12861,"Tokens related to actions, conditions, or time, often involving prepositions or verbs in specific contexts."
12894,Verbs or adjectives related to maintaining or preserving stability and order.
12985,"Words related to physical attributes of objects, especially footwear components like ""tongue"" and ""padding""."
12987,"Tokens indicating caution, terror, or specific purposes in abstract or serious contexts."
13056,"Specialized nouns related to home improvement, pricing, energy, and formal settings."
13062,"The token ""approach"" in questions about recommendations or strategies."
13144,"The token ""top"" in contexts describing hierarchy, prominence, or leadership."
13152,Tokens forming parts of specialized or technical terms.
13180,"Prepositions or expressions indicating situational context or manner, e.g., ""at,"" ""this,"" ""silent,"" ""neutral."""
13224,"Adjectives describing emotional or physical accessibility, often conveying sentiment or introspection."
13262,"Tokens describing innovative or groundbreaking concepts, often in technology or industries."
13321,"Tokens suggesting specific actions, states, or transitions, often in technical or procedural contexts."
13348,"The phrase ""all about"" emphasizing the essence or focus of an action or concept."
13357,"Verbs indicating imitation, discovery, or comprehension in contexts of personal or intellectual growth."
13359,"Tokens related to simplifying or facilitating actions, processes, or solutions."
13402,"Rare or stylized words, often with suffixes or prefixes, conveying formality or emphasis."
13476,"Punctuation marks and the phrase ""rich in"" indicating abundance or composition."
13578,"The token ""cho"" in the middle of proper nouns related to places or organizations."
13727,"Pronouns or nouns referring to abstract or specific items being taken, set, or subjected to something."
13731,Verbs indicating creation or origin in varied contexts.
13980,Prepositions indicating spatial or relational context.
14100,"Verbs indicating actions of placement, arrangement, or motion often involving intention or decision-making."
14179,"Tokens referencing structured events, rankings, or interactions, often involving alignment or competition."
14219,"Tokens related to ""subwoofer"" or audio equipment terminology."
14257,"Tokens emphasizing superiority or overwhelming qualities, often in competitive or evaluative contexts."
14446,Commonly used functional words or phrases within narrative or explanatory contexts.
14451,"Words related to home improvement or interior design materials, especially ""flooring""."
14522,"Nouns describing specific events, locations, or professions with a distinctive cultural or social context."
14577,"Tokens representing events or states of occurrence like ""happens"", ""happening"", and numerical contexts enclosed in parentheses."
14624,"Tokens related to improvement, enhancement, or optimization activities and outcomes."
14690,"Words implying personal preference, attraction, or perspective."
14806,Tokens signifying critical or impactful concepts or events in a formal or technical context.
14882,"Words related to reducing, avoiding, or concealing something."
14969,"The token ""this"" referring to specific instances or objects in explanatory or situational contexts."
15108,Verbs indicating purposeful action or pursuit.
15192,"Words indicating preference, intention, or specificity in communication or actions."
15222,"Tokens ""apply"", ""of"", or ""fields"" in contexts involving instructions, affiliations, or required elements."
15261,"The verb ""looks"" describing the visual appeal or safety of a chosen spot or route."
15263,"Prepositions indicating direction or relationship, particularly ""to,"" in contexts of enhancement or resistance."
15323,"Verbs or nouns signifying action, selection, or creation in contexts emphasizing importance or relevance."
15368,"Prepositions indicating possession, origin, or relation, especially ""of"" and occasionally ""leftover."""
15413,Tokens representing distinct entities or concepts in specialized or formal contexts.
15502,"Tokens related to financial transactions or obligations, often involving payment or earnings."
15586,"Words related to certainty or awareness, often involving knowledge or recollection."
15633,"Proper nouns, technical terms, or descriptive words emphasizing uniqueness or distinction."
15657,"Tokens representing significant moments or changes, often with emotional or dramatic connotations."
15740,"Tokens implying change, culmination, or perspective in abstract or physical contexts."
15850,"Tokens linked to specific actions or states, often with semantic or contextual significance in a sentence."
15889,Tokens related to slacklining activities or equipment.
15981,"Tokens signaling direct speech or emphasis, often preceding quoted statements or significant declarations."
16052,"Suffixes ""-ing,"" ""-ness,"" ""-tonous,"" and ""-aging"" in words describing negative or distressing states or emotions."
16393,"Verbs or nouns associated with physical processes or changes, often involving water or growth."
16407,"The token ""Ġdivers"" in contexts discussing investment strategies or financial decision-making."
16418,Tokens representing distinct positive qualities or items in specific contexts.
16490,"Comparative or transitional words describing proximity, progression, or change in state or condition."
16562,"Verbs indicating actions or consequences often related to hardware, effort, or financial penalties."
16583,"Adjectives or adverbs emphasizing degree or quality, often modifying nouns or verbs in a descriptive context."
16605,"Tokens completing or modifying compound words and phrases, often hyphenated or technical terminology."
16646,"Tokens used in direct communication or clarification, often within quotes or explicit statements."
16714,"Tokens describing emotional states, reactions, or conflict-related concepts in interpersonal or societal contexts."
16715,"Tokens indicating specialized terms or technical contexts, often related to equipment, data, or structured formatting."
16725,"Prepositions and gerund forms related to travel, worship, or basking in contexts of movement or relaxation."
16735,"Tokens representing past tense or ongoing actions derived from verbs ending in ""-ed"" or ""-ing""."
16816,Terms related to usage or actions involving inhalers or recording devices.
16878,Tokens representing uncommon or context-specific words with unique semantic or proper noun associations.
16899,"Tokens indicating decisive or impactful actions, changes, or classifications."
17003,"Tokens expressing hesitation, gradual action, or avoidance like ""slow,"" ""not,"" and ""extent."""
17189,"Words related to furniture, dining, or living spaces in domestic or commercial settings."
17298,"Tokens indicating actions or destinations, often involving communication, mailing, or marking."
17326,"Words related to physical objects or states that hinder progress like ""board"" and ""bogged""."
17368,"The verb ""make"" used in the context of producing or creating something desirable or positive."
17369,"Proper nouns or phrases related to organizations, games, or unique concepts."
17506,"Tokens related to purchasing actions or objects, especially variations of ""buy""."
17517,"Tokens ""that"" and ""to"" in phrases expressing communication or emotional reactions."
17547,"Tokens representing proper nouns, unique names, or specialized terms often ending in rare suffixes."
17574,"Prepositions introducing discussions, policies, or societal norms."
17757,"Uncommon nouns or adjectives denoting specificity, uniqueness, or distinct objects."
17913,"Words indicating collaboration or combination, especially ""joint"" and ""combining""."
17952,Singular nouns representing physical objects used for containment or protection.
17988,"Abstract nouns related to concepts, qualities, or domains with specialized or significant implications."
18055,Proper nouns or titles associated with locations or brands.
18252,Prepositions or time indicators in scheduling and event contexts.
18461,"Suffixes or affixes forming words related to positioning, repetition, crafting, or abstract concepts."
18574,"Verbs indicating action or influence, often related to encouragement, causation, or significant change."
18604,Tokens related to medical procedures or contexts involving caesarean sections.
18642,"Adverbs or adjectives indicating frequency or degree, often modifying actions or comparisons."
18662,"The phrase ""pick up"" or ""picking up"" referring to acquiring or starting something new."
18790,"Physical barriers or constraints like tubing, obstruction, and obstacles in various contexts."
18816,"Specialized nouns or terms indicating distinct objects, concepts, or actions in consumer, product, or lifestyle contexts."
18818,"Tokens implying refinement, attribution, or uniqueness in a formal or aesthetic context."
18841,Abstract nouns representing concepts or principles in intellectual or emotional contexts.
18908,"Abstract nouns denoting significant decisions, advancements, or pivotal moments."
18909,Verbs describing impactful or sudden actions or changes.
18943,Tokens representing specialized objects or actions often related to professional or contextual settings.
18983,"Tokens marking contrasts or comparisons in text, such as ""of,"" ""than,"" and ""to."""
19019,"Words indicating events, activities, or states of relaxation and entertainment."
19028,"Tokens related to specific terminology, time notations, or handcrafted items."
19068,"Verbs or nouns describing improvement, relief, or advancement in a context of personal or societal enhancement."
19155,"Tokens indicating transformation, enhancement, or revelation in contexts of improvement or change."
19169,"Rare or technical words often related to movement, allocation, or mechanical/biological systems."
19216,"Numeric tokens in contexts involving statistics, measurements, or financial data."
19280,"Words related to specific spaces, tools, or activities often used in practical or descriptive contexts."
19345,"Tokens describing measurable dimensions, movement, or symmetry in physical or spatial contexts."
19426,"Functional words like ""the,"" ""of,"" ""to,"" and numerical tokens in explanatory or instructional contexts."
19445,"Proper nouns or technical terms introducing specific entities, concepts, or roles."
19508,"Prepositions ""to"" and ""on"" in contexts discussing relationships or connections between topics or entities."
19559,"The token ""that"" referring to a specific or previously mentioned object or concept."
19667,"Nouns indicating classifications, groupings, or contexts like city, year, festival, family, surface, and language."
19711,"Verbs or prepositions indicating actions, intentions, or connections in contextually dynamic or interpersonal scenarios."
19719,"Tokens describing formal or professional contexts, often related to roles or actions in structured environments."
19984,"Tokens describing official roles, designations, or appointments in professional or formal contexts."
20002,"Tokens denoting unique or notable events, objects, or descriptors often used in storytelling or professional contexts."
20116,"Tokens ""recommend"" or ""suggest"" in queries asking for advice or strategies."
20282,"Financial terms like ""fund"" or ""invest"" and academic titles like ""doctor"" in structured contexts."
20354,Pronouns and possessive markers indicating ownership or association.
20413,"Functional words indicating action, guidance, or causation in procedural or operational contexts."
20472,"Words referring to lineage, inheritance, or successive generations, often in familial or societal contexts."
20532,"Tokens forming compound words or phrases often related to food, beverages, or descriptive contexts."
20586,"The token ""downhill"" in contexts related to biking activities or equipment."
20782,"Tokens conveying temporality, prediction, or sensory perception in specific descriptive or narrative contexts."
20982,"Words related to specific functionalities, services, or measurable attributes in technical or practical contexts."
21042,"Words describing storage or transportation objects like ""cabinet,"" ""cupboard,"" and ""bike."""
21064,"Prepositions indicating direction or transition, especially ""to"" and ""into""."
21147,"Tokens ""kitchen"" and ""factor"" in contexts discussing home features or decision-making criteria."
21201,"Rare or specialized tokens in technical, emotional, or formal contexts."
21209,Tokens introducing a colon followed by a newline or specific action-related verbs and nouns.
21407,Symbols related to monetary amounts or percentages in financial or statistical contexts.
21421,"Tokens related to specific roles, actions, or conditions, often tied to formal or descriptive contexts."
21629,"Specialized or technical terms related to systems, governance, leadership, or hierarchical structures."
21636,"Prepositions or prefixes indicating direction, time, or state transitions."
21712,"The token ""diving"" in contexts discussing free diving and its mental or emotional aspects."
21741,"Tokens related to mental or physical states, cognitive processes, or emotional experiences."
21774,"Tokens emphasizing a specific quality or action, often tied to recommendations, observations, or features."
21842,"Technical or formal nouns often describing processes, measurements, or discrete steps."
21867,"Imperative verbs giving instructions, advice, or suggestions."
22063,"Tokens related to artistic creation or documentation (e.g., writing, drawing, written)."
22083,Singular nouns referring to electronic devices used for reading.
22451,Tokens related to physical injury or health concerns.
22640,"Tokens indicating directed effort or focus, such as ""channel,"" ""hone,"" or ""holding."""
22703,"Function words like ""it"" and ""over"" in contexts emphasizing completion or distribution."
22720,Verbs or nouns indicating actions or entities related to practical tasks or organizational contexts.
22723,"Punctuation marks, primarily commas, in clauses showing contrast or explanation."
22779,"Words implying physical or metaphorical constraints, changes, or movement."
22798,"Words indicating measurement, engagement, or abstraction, often related to levels, literacy, or concentration."
23244,"Words or phrases indicating proximity or tendency, often involving progression or inclination."
23398,"Verbs suggesting action or decision-making, often in reflective or speculative contexts."
23407,"Tokens ""option"" or ""options"" in contexts suggesting choice or decision-making."
23444,"Positive or comparative adjectives emphasizing improvement, strength, or quality."
23534,"Numbers, especially in technical or measurement contexts."
23553,"Suffixes in words relating to age, school, or measurement."
23631,Abstract or impactful nouns related to societal issues or behaviors.
23650,"Proper nouns, specialized terms, or capitalized tokens in formal contexts."
23801,"Verbs or adjectives linked to significant actions or concepts like ""fiscal,"" ""literal,"" ""take,"" ""unlock,"" and ""settle."""
24002,Verbs implying physical or figurative actions performed by people.
24012,"The token ""of"" in phrases that form comparisons, options, or classifications."
24037,Tokens related to seizures or their management in medical or situational contexts.
24052,"Tokens implying precision, inspection, or careful attention to detail in actions or descriptions."
24064,Adjectives describing physical or emotional unwelcomingness.
24092,"Words introducing lists or enumerations, such as ""are"" or ""manner,"" often in explanatory or descriptive contexts."
24210,Tokens related to blood clots or their prevention in medical or health contexts.
24320,"Numerical tokens indicating series or models, especially in a technological context."
24355,"Tokens often describing unique entities, objects, or events, frequently associated with time or definitive endings."
24371,"Proper nouns, technical terms, and idiomatic expressions emphasizing specificity or distinction."
24385,"Adjectives describing simplicity or minimalism in actions, efforts, or resources."
24432,"Words related to outdoor leisure activities or nature settings, especially ""mountain""."
24515,"Tokens emphasizing extremes or uniqueness, often in comparisons or expressions of strong sentiment."
24595,"Specific determiners, adjectives, or nouns indicating distinctiveness or scope."
24790,"Verbs expressing communication or perception of emotions like ""know,"" ""mention,"" ""seem,"" and ""bother."""
24831,Words describing advantages and disadvantages in evaluative or comparative contexts.
25030,"Modifier tokens emphasizing distinction or exclusivity, often in comparative or contrasting contexts."
25057,"Verbs suggesting intentional actions, decision-making, or problem-solving processes."
25114,"The token ""is"" in the context of factual assertions or complaints."
25252,"Tokens marking abstract or defining qualities in phrases expressing future, epitome, or impactful events."
25354,"Tokens conveying precision, immediacy, or specificity in context."
25365,"Verbs indicating actions of communication, possession, or pointing out something."
25390,Compound words or phrases with a hyphen or representing specialized concepts.
25396,Abstract nouns conveying emotional or conceptual qualities in reflective or descriptive contexts.
25429,"Tokens conveying strong emotional reactions, often negative or deeply impactful."
25513,"Tokens describing distinct actions or movements, often dynamic or visually perceivable."
25554,Tokens representing formal entities or groups with structured roles or centralized concepts.
25628,"Words emphasizing importance or criticality in context, often in comparative or evaluative statements."
25691,"Tokens related to fire, fireworks, pyrotechnics, or fire departments."
25763,"Technical or specialized terms related to objects, processes, or actions, often in practical or detailed contexts."
25769,"Tokens indicating access, resources, or services in contexts of utility or informational support."
25881,Tokens referring to trees or tree-related objects in descriptive or natural contexts.
25946,Prepositions or articles used in common grammatical constructs.
26079,"Prominent historical figures' names, especially Martin Luther King and Mahatma Gandhi."
26149,"Punctuation colon or the word ""soft"" in contexts emphasizing importance or categorization."
26202,Tokens related to weight loss or traveling to visit locations or people.
26255,"Words describing processes, changes, or phenomena with a focus on transformation or adaptation."
26276,"Tokens emphasizing distinct qualities or attributes, often related to accuracy, sound, or seasonal changes."
26307,"Words related to delay, postponement, or emphasis on prioritization or focus."
26325,"Words signaling contrast or explanation, often transitional (e.g., meanwhile, but, definition)."
26398,"Tokens indicating prominence, elevation, or emphasis such as ""up,"" ""notes,"" ""highlights,"" and ""oils."""
26702,"Tokens implying an action, position, or state often in technical, narrative, or descriptive contexts."
26715,"Tokens referencing specific objects or items, often technical or descriptive in nature."
26722,Words related to diving or proximity to water surface.
26776,"Prepositions ""of"" in phrases adding subtle or creative elements."
26915,"Tokens with embedded or trailing ""ion"" or ""ime"" in specific nouns or adjectives."
26936,"Words or fragments related to hygiene, cleanliness, and sanitation contexts."
26937,"Tokens describing restriction, prevention, or achievement often involving ""from,"" ""forever,"" or ""completing."""
27010,"Verbs indicating transmission or provision, often in medical or diagnostic contexts."
27100,"Tokens indicating specific actions, substances, or materials interacting with or transforming other objects."
27224,"Singular nouns referring to distinct topics, events, or entities central to the sentence's context."
27229,"Tokens within unusual or fragmented word structures, often involving prefixes or suffixes in rare contexts."
27266,Tokens related to mediation and finding common ground in discussions or negotiations.
