feature_id,explanation
4638,"Tokens describing outcomes, sufficiency, or impactful changes, often linked to success, failure, or adequacy."
4775,Words related to taboo or controversial topics in specific contexts.
4782,"Tokens describing specific actions or processes related to crafting, brewing, cooking, or styling."
4818,"Rare or distinctive tokens often part of proper nouns, technical terms, or stylistically marked phrases."
4883,"Words related to fairness, credit, or allocation in evaluative or distributive contexts."
4898,Abstract or conceptual terms often used in analytical or descriptive contexts.
4919,"Proper nouns, often names of people, brands, or works, used in specific cultural or contextual references."
4956,"Tokens used to specify or highlight examples, rankings, or notable features."
5086,"Specialized or technical terms often related to achievements, processes, or unique identifiers."
5136,"Numeric sequences, often phone numbers or identifiers, including area codes or structured numeric patterns."
5140,"Tokens related to maintaining, preserving, or intentional actions in contexts of focus or control."
5264,"Tokens within or forming parts of specific proper nouns, idiomatic phrases, or notable contextual expressions."
5600,Singular nouns describing physical objects or abstract concepts in a specific or notable context.
5605,"Words related to naming or identifying subjects, topics, or entities."
5625,"The token ""however"" in contexts contrasting or introducing exceptions."
5675,"Singular nouns referencing specific entities or roles, often capitalized, or denoting individuality."
5678,"Tokens describing spatial movement or specific locations, often associated with the word ""Trebanog""."
5688,"Tokens representing proper nouns or specialized terms, often related to locations or technical contexts."
5869,"The token ""in"" used to specify a location, context, or condition."
6087,"Verbs or phrases denoting detachment, cessation, or transition."
6155,"Transition phrases or expressions indicating alternatives, outcomes, or actions (e.g., ""better yet,"" ""for that matter"")."
6211,Tokens representing unique or specific geographic names or specialized nouns.
6247,Tokens representing specialized or descriptive nouns/adjectives often used in distinct professional or contextual settings.
6271,"Words related to specialized activities, hobbies, or fields like animation, adventure, aviation, and instruments."
6291,"Tokens within technical terms or specialized jargon, especially involving algorithms or marine-related substances."
6451,"Units of measurement for area or length, specifically ""square feet"" or ""ft""."
6460,"Words or suffixes denoting abstract concepts or actions, often involving relationships or qualities."
6474,Tokens indicating abstract or subjective states or expressions with poetic or literary connotations.
6538,"Tokens related to technical measurements, patents, or formal institutional terminology."
6578,"Verbs or nouns expressing reflection, movement, or transition, often tied to abstract or transformative concepts."
6615,Proper nouns referring to specific locations or foods.
6701,"Adjectives or verbs conveying boldness, innovation, or striking features in descriptive contexts."
6925,"Proper nouns or terms related to organizations, immigration, or prominent figures."
6944,Tokens indicating casual or colloquial responses or actions often appearing in informal or conversational contexts.
6958,"Tokens related to sports teams, physical forms, or colloquial expressions involving elevation or positioning."
7056,Common prepositions or pronouns in contexts emphasizing relationships or actions.
7077,"Suffixes in scientific or technical terms, particularly ""ine,"" ""inger,"" ""braces,"" ""planet,"" and ""ards."""
7276,"Words related to physical injuries, especially tendons, lack, or tears."
7385,"Verbs and nouns associated with action, motion, or impactful events."
7483,"Specific terms like ""pastoral"" and ""Pantone,"" often in contexts of guidance or standardized systems."
7493,"Words indicating specific entities, concepts, or locations in abstract or descriptive contexts."
7554,"Tokens related to technical processes, installations, or specialized locations/events."
7559,"Tokens with suffixes indicating transformation, restriction, or separation."
7571,"Tokens describing a specific state, condition, or designation often in technical or formal contexts."
7601,"Words related to ""page"" or ""layout"" in contexts involving documents, books, or formatting."
7609,"The token ""man"" when part of the compound noun ""Postman""."
7634,"Verbs expressing personal intention or necessity, often involving ""want,"" ""need,"" or ""desire."""
7720,"The token ""sentence"" referring to the structure or composition of a sentence in text."
7773,"Verbs and prepositions with strong semantic ties to possession, inclusion, or representation."
7876,Rare or unusual token sequences or proper nouns in specific contexts.
7917,"Numerical tokens, especially within measurements, historical dates, or identifying figures."
7959,"Tokens related to craftsmanship or artistic creation, often involving specialized or intricate work."
7980,"Abstract or personal qualities like determination or feelings, often in motivational or emotional contexts."
7987,"Tokens tied to enabling or initiating actions, often related to personal agency or transformative processes."
8074,"Words ending in ""ers"" or ""tion"" used in conversational, descriptive, or reporting contexts."
8087,"Verbs indicating communication or action, often in past tense contexts."
8179,"Words related to errors, imitation, or deliberate targeting actions."
8224,Proper nouns or brand names often associated with specific entities or products.
8256,Pronouns or gerunds related to holding or fitting actions or states.
8277,Informal second-person pronouns and phrases conveying personal action or origin.
8467,"Tokens related to progress, success, or dynamic processes like momentum, thriving, flourishing, and rhythms."
8763,"Verbs or nouns describing physical positioning, movement, or spatial relationships."
8797,"Positive or descriptive terms highlighting qualities, meanings, or cultural aspects."
8831,"Tokens marking specific entities like numbers, abbreviations, or prepositions in detailed or technical contexts."
9149,Tokens indicating specific actions or characteristics in narrative contexts.
9155,"Tokens describing specific physical objects, tools, or food items often associated with tangible or crafted materials."
9313,"Comma usage in transitional phrases or clauses emphasizing contrast, irony, or sequencing."
9354,"Verbs or phrases indicating challenges, conflicts, or opposing forces in a context."
9481,"Numerical ranges or comparisons using ""to"" or ""-"" in contexts specifying quantities or durations."
9545,"Verbs implying action or addition, often in procedural or instructional contexts."
9551,"Tokens modifying or describing abrupt, impactful actions or changes often involving physical or metaphorical force."
9649,"Common prepositions or conjunctions in phrases denoting relationships, proportions, or actions."
9699,"Abstract nouns indicating concepts, states, or activities central to discussion or decision-making contexts."
9703,"Tokens representing categories, states, or plural forms in context of classification or enumeration."
9707,"Tokens related to airflow, ventilation, ceramics, porcelain, resonance, or clearance contexts."
9781,"Tokens conveying emphasis or intensity in descriptions, often linked to emotional or evaluative states."
9799,"Tokens related to negative or restrictive contexts, often indicating closure, limitation, or disciplinary actions."
9820,"Verbs implying decision-making, compromise, or stabilization."
9825,"Proper nouns or specialized terms associated with cultural, geographic, or entertainment contexts."
9940,"Words related to natural elements or attributes, such as qualities, flower, bud, and influence."
10015,"Tokens indicating proximity or metaphorical guidance, such as ""beside,"" ""guiding,"" or ""blinded."""
10016,"Words denoting individual actions, possessions, or states of being often in reflective or distancing contexts."
10134,"Function words or proper nouns in possessive, attributive, or relational contexts."
10138,"Words indicating discovery or dispatch, such as ""found,"" ""sent,"" or related concepts in specific contexts."
10157,"Tokens conveying significance or distinctiveness, such as names, impactful terms, or unique identifiers."
10184,Tokens representing abstract concepts or actions often used metaphorically or figuratively.
10241,"Semantically meaningful context-specific words often indicating personal possession, discovery, or time."
10268,"Formal nouns and time-related terms, especially ""behold,"" ""decade,"" ""years,"" and ""form of."""
10450,"Tokens marking transitions or relationships, often preceding prepositions or punctuation."
10517,Tokens indicating objects or actions requiring user attention or interaction.
10577,Reflexive or possessive pronouns emphasizing individuality or ownership.
10630,Tokens indicating colons or unusual capitalization within formal or structured contexts.
10660,"Tokens related to measurable limits or results, such as capacity, quantities, or outcome."
10750,"Tokens related to measurable achievements or structured data, often involving attribution or systematic organization."
10820,"Abstract or conceptual nouns related to realization, imagination, or culmination of ideas."
10977,"Words indicating significance, scale, or professional roles, often tied to ambition or hierarchical contexts."
11201,Tokens describing specific configurations or physical properties often related to positioning or structure.
11227,"Tokens for categories or classifications, often describing types or groups of things (e.g., ""sort,"" ""Senior"")."
11279,"Tokens representing numerical rankings, percentages, or time periods in structured or statistical contexts."
11302,"Relative pronouns like ""that"" or ""which"" introducing clauses that provide additional information."
11336,"Tokens containing ""air,"" ""aw,"" or numerical values in technical or descriptive contexts."
11357,"Adverbs or verbs expressing emotion, thought, or proximity in reflective or interpersonal contexts."
11370,Hyphenated or dash-prefixed tokens often indicating abbreviations or compound terms.
11515,"Abstract or conceptual terms in explanatory contexts, often involving definitions or perspectives."
11584,"Tokens related to refinement, design, or artistic concepts like ""aesthetic,"" ""stir,"" ""character,"" and ""accent."""
11587,"Specific prefixes in compound words or technical terms like ""purifiers,"" ""Procedure,"" and ""modulation."""
11705,"Words related to amusement or emotional reactions such as laughter, chuckles, humor, or personal realizations."
11746,"Tokens part of proper nouns, titles, or significant objects in artistic, intellectual, or historical contexts."
11761,Words related to structural roles or physical construction elements.
11784,"Punctuation marks, especially commas, in specific contexts involving locations or names."
11789,"Tokens with semantic or grammatical emphasis, often marking exceptions, qualities, or tax-related contexts."
11799,"Tokens related to variability or change in amounts, heights, particles, or characteristics."
11904,"Specialized nouns related to professional fields, intellectual property, or specific measurable attributes."
11977,"Adjectives describing quality or condition, often positive or specific in technical contexts."
12122,"Tokens suggesting subtle or intricate patterns or textures, such as ""hint,"" ""mosaic,"" or ""looming."""
12270,"Relative pronouns ""who"" and ""where"" introducing clauses that provide additional information."
12333,"Tokens related to artificial constructs, events, or human influence in a descriptive or contextual manner."
12397,Singular or plural nouns describing physical objects or entities often related to boxes or structures.
12407,"Tokens denoting possessive or plural forms, often following parentheses or quotation marks."
12572,"Tokens indicating concepts of connection, sharing, or flexibility in contexts of collaboration or interaction."
12639,"Specific nouns like ""handle"" and prepositions ""of"" in contexts describing objects or their attributes."
12695,Rare or specific nouns or verbs often associated with unique or technical contexts.
12798,"Tokens linked to personal actions or transitions, often indicating ownership or change."
12861,"Prepositions and conjunctions in contexts describing actions, conditions, or transitions."
12894,"Verbs describing actions that preserve, restore, or uphold something."
12985,"Body parts or physical elements, particularly ""tongue,"" sometimes within descriptions of footwear."
12987,"Rare or formal words conveying caution, terror, or abstract concepts."
13056,"Tokens describing formal attributes of homes or furnishings, often related to materials, pricing, or maintenance."
13062,"Words indicating caution, concern, or suggestions in advisory or warning contexts."
13144,"The word ""to"" used as part of an action or movement phrase."
13152,"Singular or plural nouns ending in ""er,"" ""ide,"" or ""graphy"" denoting roles, objects, or specialized terms."
13180,"Tokens linked to personal or situational expressions conveying subtle emotions or states, often in idiomatic phrases."
13224,"Adjectives describing emotional or physical qualities, often implying impact, connection, or accessibility."
13262,"Tokens describing atypical, disruptive, or ethereal qualities in abstract or uncommon contexts."
13321,"Tokens related to phone numbers, dialing, or sealing actions."
13348,"The phrase ""all about"" emphasizing focus or central theme."
13357,"Verbs signaling discovery or replication actions in contexts of insight, imitation, or exploration."
13359,"Abstract or process-oriented verbs and adjectives conveying facilitation, analysis, or iterative actions."
13402,Rarely used or specialized suffixes and prefixes in words.
13476,Line breaks or colons indicating transitions or quotations in formal or structured text.
13578,"The token ""cho"" in the context of place names, especially ""Rancho"" followed by location descriptors."
13727,"Pronouns or vague nouns like ""it"" when used in phrases indicating an action or decision."
13731,"Tokens related to creation, production, or being born, often conveying action or origin."
13980,"Prepositions or technical terms in contexts emphasizing functions, connections, or specifications."
14100,"Verbs indicating action or state, often in progressive or specific contexts."
14179,"Action-related verbs or descriptive nouns emphasizing dynamic processes, rankings, or structured events."
14219,"Tokens related to subwoofer references, particularly ""woo"" in audio equipment contexts."
14257,"Tokens denoting a distinct action, quality, or requirement often tied to physical or sensory contexts."
14446,Prepositions introducing subordinate clauses or phrases explaining context or relationships.
14451,"Tokens related to professional services, flooring, or suggestions in contexts of advice or recommendations."
14522,"Words describing tangible objects, physical actions, or sensory experiences often associated with specific contexts."
14577,"Parentheses in numerical or statistical contexts, often indicating percentages, distances, or measurements."
14624,"Tokens related to technical processes or advancements, especially in business, technology, or optimization contexts."
14690,"Verbs or phrases indicating actions, preferences, or perspectives in personal or social contexts."
14806,"Tokens related to actions, roles, or consequences, often carrying significant or impactful connotations."
14882,"Verbs or gerunds indicating action, decision, or change in context."
14969,"The token ""this"" used in contexts emphasizing or specifying a particular idea, object, or concept."
15108,"Common conjunctions, prepositions, or punctuation within flowing or transitional phrases."
15192,"Words denoting roles or preferences in creative, technical, or organizational contexts."
15222,"Tokens indicating membership or association, especially ""Friends of"" or terms describing collective or group affiliation."
15261,"Verbs describing actions or appearances, often in contexts of observation or evaluation."
15323,"Verbs implying action or change, often in contexts of progression or initiation."
15368,"The token ""of"" introducing a relationship or belonging, often involving people, places, or organizations."
15413,Singular nouns denoting specific objects or concepts in technical or specialized contexts.
15502,"Specific verbs or nouns tied to actions, transactions, or creative processes."
15586,"Verbs indicating cognitive processes like knowing, recalling, or being certain."
15633,"Proper nouns or unique terms often associated with individuals, brands, or distinctive objects."
15657,Words conveying significant change or transition often tied to impactful or transformative actions/events.
15740,Tokens representing emphasis or completeness in context.
15850,"Tokens representing difficulties or obstacles, often metaphorical or literal challenges to overcome."
15889,"Tokens representing specialized or technical terms often ending in distinctive suffixes like ""ion,"" ""ist,"" ""ics,"" or ""ia."""
15981,"Formal phrases introducing or emphasizing statements, often involving ""said,"" ""know,"" or ""For."""
16052,"Tokens indicating a state of change, expectation, or emotional quality, often with suffixes like -ful, -ing, -ness."
16393,"Tokens often associated with actions or states involving change, positioning, or physical interaction."
16407,Technical terms or objects related to audio equipment and design.
16418,"Tokens emphasizing distinctiveness, quality, or importance in descriptive or evaluative contexts."
16490,Time-related or directional terms often indicating progression or movement.
16562,"Verbs associated with physical installation, securing, or incurring consequences."
16583,Positive or comparative adjectives emphasizing qualities or comparisons in context.
16605,"Tokens with hyphens or suffixes denoting time, process, or technology."
16646,Verbs related to communication or explicit declaration.
16714,"Legal or organizational terms, often involving antitrust, labor relations, or procedural contexts."
16715,Specific punctuation marks or symbols in structured contexts or legal/technical text.
16725,"Prepositions or suffixes linked to actions or states, often involving worship or object placement."
16735,"Tokens with unique or uncommon suffixes, often in proper nouns or technical terms."
16816,"Tokens related to specific actions or events, often involving recording, folding, or sequential numbering."
16878,"Tokens suggesting distinctness or prominence, often related to proper nouns, uniqueness, or elevated status."
16899,Verbs or nouns related to initiating or performing significant actions or changes.
17003,Uncommon or distinctive words often used in specific contexts or titles.
17189,"Specific nouns related to household items, dining, or leisure spaces."
17298,"Tokens indicating direction or transfer, such as sending, mailing, narrating, or marking."
17326,"Words with negative or foreboding connotations like ""ominously"" or ""bogged""."
17369,"Proper nouns or unique terms related to organizations, identities, or cultural-historical contexts."
17506,Verbs or nouns related to purchasing or acquisition.
17517,"Function words like ""to,"" ""that,"" and ""so"" in contexts emphasizing intent or consequence."
17547,"Tokens in proper nouns, brand names, or specialized terminology, often appearing in unique or uncommon contexts."
17574,"Words introducing rules, processes, or contexts of regulation or inquiry."
17757,Nouns denoting distinct objects or abstract entities with specific functions or roles.
17913,"Activates on the token ""joint"" in contexts of collaboration, shared ventures, or combined efforts."
17952,"Tokens related to containers or protective objects like ""bowl"" and ""shield""."
17988,"Formal or abstract nouns describing qualities, states, or concepts associated with distinction or significance."
18055,"Proper nouns or specific terms denoting places, brands, or distinctive entities."
18252,"Specific tokens linked to time, location, or alignment with standards or missions."
18461,"Tokens forming suffixes or partial words related to crafting, artistry, or educational licensing."
18574,"Specific technical or impactful nouns often used in scientific, economic, or explicit contexts."
18604,"Tokens indicating specificity or transition, often within technical, procedural, or structured contexts."
18642,"Tokens related to specific entities, objects, or concepts that imply exclusivity or distinction."
18662,"The phrase ""pick up"" or ""picked up"" in contexts of acquiring or engaging with objects or activities."
18790,"Words denoting physical or metaphorical barriers, challenges, or obstructions."
18816,"Specialized or commercial terms often related to marketing, consumerism, or specific product features."
18818,"Verbs or adjectives in formal or literary contexts, often indicating attribution, joining, or comparison."
18841,Singular abstract nouns or time-related terms in formal or descriptive contexts.
18908,"Words indicating pivotal actions, choices, or moments of significance."
18909,Verbs describing impactful or decisive actions often involving physical or metaphorical splitting or striking.
18943,"Tokens related to specific locations, setups, or actions within distinct contexts or environments."
18983,"Tokens representing comparisons or alternatives, such as ""example,"" ""of,"" ""than,"" or ""test."""
19019,"Tokens denoting events, artistic objects, or leisure activities with distinctive or notable qualities."
19028,"Tokens related to time, craftsmanship, or specific technical terms."
19068,Formal or technical terms denoting specific concepts or actions.
19155,Verbs and adjectives denoting positive or transformative states or actions.
19169,"Tokens related to allocation, movement, or readiness in distinct contexts."
19216,"Numerical tokens in contexts of measurements, quantities, or monetary values."
19280,"Specific nouns related to rooms or specialized places like ""room,"" ""laboratory,"" or ""toolbar."""
19345,"Tokens describing measurements, dimensions, or spatial attributes of objects."
19426,"Words related to states of matter, degrees, or specific entities in physical or conceptual contexts."
19445,"Proper nouns, brand names, or specific terms used in technical or formal contexts."
19508,"Prepositions indicating a relationship or connection, especially ""to"" and ""about"" in contextual linking phrases."
19559,"The token ""that"" emphasizing a specific object or idea in instructional or directive contexts."
19667,"Specific nouns representing categories or entities like city, business, language, family, or pet."
19711,"Verbs or prepositions indicating action, engagement, or connection in dynamic contexts."
19719,"Words indicating specific roles, activities, or purposes tied to events, actions, or institutions."
19984,"Tokens describing formal appointments or commendable attributes, often in professional or administrative contexts."
20002,"Tokens related to time progression or involvement in activities, often conveying change or continuation."
20116,"Tokens ending in ""ed"" or ""ing"" or conveying emotional or reflective states."
20282,"Tokens linked to numbers, honorary titles, or investment-related terms in specific formal contexts."
20354,Singular possessive markers or descriptors referring to individuals or notable titles.
20413,Functional words indicating purpose or method in procedural or instructional contexts.
20472,"Words related to ""generation"" or inheritance across time."
20532,"Tokens representing parts of words related to food, drink, or abstract concepts."
20586,"The token ""of"" indicating a specific duration or period of time."
20782,"Tokens indicating time, prediction, or routine actions often tied to specific events or descriptions."
20982,"Tokens tied to specialized terms or measurable concepts often linked to precision, probabilities, or physical properties."
21042,Tokens naming physical objects or locations associated with activities or entertainment.
21064,"The word ""Demolition"" in contexts suggesting destruction or structural breakdown."
21147,Words describing a kitchen or a determining factor in decision-making contexts.
21201,"Tokens indicating negation or absence, such as ""no"" or ""not""."
21209,"Tokens following colons or indicating positive actions, places, or revelations."
21407,"Monetary values or financial terms, often featuring the dollar sign ""$""."
21421,"Verbs or nouns signaling a choice, decision, or designation in formal or specific contexts."
21629,"Specific proper nouns, technical terms, or compound words in formal or academic contexts."
21636,"Tokens indicating entry, duration, or disregard in specific contexts."
21712,"Verbs indicating motion, transition, or initiation of action."
21741,"Words related to introspection, cognition, or emotional states."
21774,"Context-specific verbs or adjectives indicating action, observation, or stability, often linked to notable or descriptive events."
21842,"Abstract nouns representing measurable entities, processes, or classifications in technical or analytical contexts."
21867,"Imperative or action-oriented words often introducing tips, instructions, or direct commands."
22063,"Words related to writing, drawing, or creative actions, often prefixed by ""with,"" ""and,"" or ""are."""
22083,References to eBook readers or devices in a technological context.
22451,"Tokens representing uncommon or specialized concepts, often technical, location-specific, or related to choice or balance."
22640,"Verbs or gerunds indicating refinement, improvement, or focus, often in professional or creative contexts."
22703,"Tokens marking transitions or conclusions, often involving time, completion, or sharing."
22720,"Tokens tied to professional or workplace contexts like ""work,"" ""office,"" or gendered references such as ""her."""
22723,"Common punctuation marks in narrative or explanatory contexts, such as commas, periods, and line breaks."
22779,"Words describing physical or metaphorical actions, attributes, or changes in state."
22798,"Words denoting a specific degree or intensity, often related to measurement or comparison."
23244,"Words indicating approximation, degree, or progression in time or quantity."
23398,"Verbs or nouns indicating action, learning, or movement in descriptive or explanatory contexts."
23407,"Formal contexts involving the token ""of"" in professional qualifications or descriptors."
23444,"Positive or comparative adjectives describing improvement, strength, or quality."
23534,Numerical values in technical contexts or measurements.
23553,"Tokens ""teen,"" ""ston,"" and ""ve,"" often in compound words or specific cultural or organizational contexts."
23631,"Tokens forming or referencing abstract nouns or concepts often ending in ""-acy,"" ""-ism,"" or ""-ion."""
23650,"Tokens indicating specific entities, formats, or actions often preceding or describing a notable subject."
23801,Verbs and nouns tied to significant actions or abstract concepts often related to change or impact.
24002,"Words signaling distinction, positioning, or bold action, often in contexts of selection or emphasis."
24012,"Tokens ""of"" and ""cost"" in contexts involving selection, comparison, or evaluative emphasis."
24037,"Tokens denoting quantity, recurrence, or vague significance in a narrative context."
24052,"Specific nouns or verbs indicating actions, obligations, liabilities, or meticulous details in formal or descriptive contexts."
24092,"Specific terms introducing lists or categories, often following ""Here are"" or similar phrasing."
24210,"Tokens in comparative or associative contexts, often involving preferences, similarities, or contrasts."
24320,"Specific numerical identifiers in technical product names, such as ""700"" in a Cisco Nexus series."
24355,"Tokens denoting time, frequency, or numerical significance in specific contexts."
24371,"Specific proper nouns and technical terms, often in professional or specialized contexts."
24385,"Adjectives like ""simple"" or ""minimal"" describing ease or straightforwardness in processes or objects."
24432,"Words related to specific themes or contexts like nature, lodging, or events, often evoking a descriptive setting."
24515,"Tokens emphasizing comparison or extremes, often with ""than,"" ""anything,"" or exclamatory punctuation like ""!""."
24595,"Specific determiners or nouns indicating unique occurrences, events, or items."
24790,"Tokens expressing personal opinions or experiences, often involving mental states or subjective evaluations."
24831,"Words contrasting pros and cons like ""advantage,"" ""disadvantage,"" ""downside,"" and ""weaknesses."""
25030,"Tokens representing measurement units, comparisons, or exclusivity (e.g., percent, inch, just, yard, ellipt)."
25057,Action-oriented verbs indicating purposeful movement or problem-solving.
25114,"The token ""is"" in sentences discussing institutional or organizational actions or decisions."
25252,Past-tense verbs describing injuries or hardships experienced by a subject.
25354,"Tokens connecting entities or events in formal contexts, often with prepositions or descriptive modifiers."
25365,"Tokens indicating an action, intent, or state often linked to sharing, pointing, or having."
25390,Compound words or phrases formed with hyphens or specific suffixes indicating specialized or descriptive terms.
25396,"Abstract nouns conveying emotional or philosophical qualities like chaos, simplicity, innocence, and sanctity."
25429,"Tokens conveying strong emotional reactions or impactful sentiment, often related to distress or poignant moments."
25513,"Verbs or actions implying movement, perception, or transition in specific, often metaphorical, contexts."
25554,"Abstract or metaphorical nouns often conveying group identity, ideas, or haunting presences."
25628,"Emphasized words conveying significance or value, often in comparative or evaluative contexts."
25691,Function words or punctuation in contexts emphasizing specificity or relational meaning.
25763,"Technical terms or nouns denoting physical objects or systems, often related to plumbing, storage, or recording."
25769,"Tokens related to providing, receiving, or accessing services, resources, or information."
25881,"Singular or plural ""tree(s)"" in descriptive or natural contexts."
25946,"The token ""the"" used before a noun or phrase indicating specificity or emphasis."
26079,"Token ""K"" as an abbreviation or initial in institutional or organizational names."
26149,The colon punctuation mark used to introduce titles or sections.
26202,"Tokens related to weight loss, speaking softly, or expressing wonder or amazement."
26255,"Tokens indicating transitions, outcomes, or relationships, often in formal or descriptive contexts."
26276,"Adjectives or adverbs describing significance, accuracy, or periodicity in a sentence."
26307,Words related to postponement or soothing tones in specific contexts.
26325,"Semantically significant words signaling contrast, exception, or clarification in complex sentence structures."
26398,"Words indicating prominence, hierarchy, or sensory attributes like ""notes"", ""kitchen"", ""highlights"", and ""up""."
26702,"Tokens indicating personal action, legal roles, or physical states involving location or movement."
26715,"Tokens related to specific objects or actions, such as ""screenshot"" or ""n"", often in technical or precise contexts."
26722,Words emphasizing specificity or uniqueness in context.
26776,"Tokens ""touches of"" expressing nuanced additions or subtle details in creative or descriptive contexts."
26915,"Tokens related to distinct natural elements, flavors, or materials often appearing in product or sensory contexts."
26936,Rare or less common tokens often related to technical or specific contexts.
26937,"The verb ""completing"" describing the finalization of an action, often in a significant context."
27010,Verbs describing actions or states with dynamic change or distribution.
27100,Tokens describing actions or transformations involving physical or conceptual elements.
27224,Singular nouns emphasizing importance or specificity in a context.
27229,"Tokens beginning with ""Ġ"" indicating non-standard or less common word forms or prefixes."
27266,"Abstract nouns or actions emphasizing mutual understanding, connection, or interpretation."
27296,"Verbs or adjectives describing states, changes, or conditions, often uncommon or contextually specific."
