feature_id,explanation
11201,"Tokens related to leisure activities, creative tasks, or casual expressions of action."
11279,Prepositions introducing a relationship or association between entities.
11302,"The token ""that"" in contexts emphasizing explanation or significance."
11336,"Modal verbs ""should"" or ""best"" expressing recommendations, guidance, or ethical considerations."
11357,"Verbs expressing imaginative or goal-oriented actions like ""imagine"" and ""pursue""."
11515,"Words related to abstract concepts or evolving perceptions, often involving ""of"" or redefining ideas."
11584,Adjectives or adverbs denoting quality or precision in formal or philosophical contexts.
11587,Abstract concepts or ideas described as socially constructed.
11705,"Words expressing emotions or interpersonal actions, particularly laughter, care, or compassion."
11746,Tokens representing actions or entities with potential for transformation or enhancement in human contexts.
11761,Tokens representing abstract concepts or foundational elements in philosophical or ethical discussions.
11784,Auxiliary verbs in contexts emphasizing equality or empowerment.
11799,"Tokens related to decisiveness or variability in actions, often implying impactful or deliberate behavior."
11904,"Abstract nouns related to financial gain, uniqueness, or individual potential."
11977,"The token ""fluid"" in discussions of gender identity contexts."
12122,Words related to transformative impact or shaping outcomes in abstract or significant contexts.
12270,"Tokens ""where"" or ""who"" introducing clauses describing conditions, relationships, or scenarios."
12333,"Forms of ""give"" or ""giving"" used in contexts involving offering or allowing something."
12572,"Words indicating fairness, possibility, or strictness in abstract or social contexts."
12695,"The word ""sign"" used metaphorically to indicate a clue or signal for a mental or behavioral shift."
12861,"The token ""to"" within the phrase ""due to"" indicating causation or reason."
12894,"Verbs indicating preservation or reassessment of states, roles, or concepts."
12985,"Tokens referring to prominent figures, abstract concepts, or impactful actions in a narrative context."
12987,"Action-oriented tokens emphasizing purpose, capability, or pursuit within motivational or reflective contexts."
13056,"Abstract or moral concepts emphasizing prioritization or balance, often related to choices or values."
13062,"Abstract nouns related to strategies, concerns, or approaches in philosophical or leadership contexts."
13152,"Singular nouns representing roles, entities, or concepts central to human interaction or imagination."
13180,"The word ""this"" when emphasizing a specific situation or context."
13224,Adjectives describing qualities or attributes with an evaluative or impactful connotation.
13262,Rare or unusual tokens related to technical or specialized contexts.
13321,"Tokens emphasizing specific actions or qualities in contexts of ethics, responsibility, or emotional handling."
13348,"The token ""about"" used to introduce explanations or definitions of concepts."
13357,Verbs or prepositions introducing abstract or conceptual relationships.
13359,"Tokens indicating improvement, reduction, or facilitation of processes or conditions."
13402,"Tokens conveying permanence or timelessness like ""forever,"" often in aspirational or hypothetical contexts."
13731,"The token ""create"" in contexts suggesting the initiation of global or impactful ideas or projects."
14100,"Tokens related to engaging or forming connections in social, emotional, or creative contexts."
14179,"Abstract nouns indicating concepts or qualities in philosophical, collaborative, or aesthetic contexts."
14219,Proper nouns related to famous scientists or intellectual figures in historical or modern contexts.
14257,"Tokens representing obstacles or challenges, often amplified with intensifying prefixes or connotations."
14451,"Titles or genres of literature, specifically when referring to fiction novels."
14522,"The token ""gender"" in contexts discussing social roles or biases."
14577,"Tokens introducing abstract or hypothetical ideas, often with punctuation like ""="" or parentheses."
14690,"Tokens that introduce contrasting or sequential ideas, particularly ""Meanwhile"" and ""for""."
14806,"Tokens emphasizing importance, action, or uniqueness in abstract or impactful contexts."
14882,"Tokens related to reducing, minimizing, or completing actions or processes."
14969,Verbs indicating an action leading to a positive or transformative result.
15108,"Abstract or introspective words often tied to exploration, purpose, or sharing experiences."
15192,Moral or imperative verbs expressing obligation or importance in guiding actions or decisions.
15261,"Pronouns or adjectives emphasizing importance, relevance, or richness in descriptions or contexts."
15323,"Tokens indicating selection or choice, such as ""something,"" ""that,"" ""take,"" or ""piece."""
15368,"Prepositions introducing comparisons, possession, or relationships in abstract or reflective contexts."
15633,"Proper nouns, especially names, in contexts of identification or attribution."
15740,"Words expressing personal judgment, preference, or emphasis in decision-making contexts."
15889,"Tokens related to mediation, judgment, or structured downtime activities."
16052,Words describing negative emotions or states of monotony and mental preoccupation.
16393,"The token ""on"" when introducing online platforms or marketplaces for buying or selling items."
16407,Transition words or prepositions connecting ideas or indicating relationships between concepts.
16418,Verbs describing actions or processes performed by individuals or entities.
16490,Context-specific prepositions or directional adverbs indicating movement or relation in figurative or literal expressions.
16562,"Tokens indicating abstract or conditional scenarios, often with a nuanced or formal tone."
16605,"Abstract or philosophical terms conveying human qualities, societal ideals, or existential concepts."
16714,"The token ""with"" in contexts describing personal emotional breaking points or relational strain."
16715,Tokens related to personalization or specialized objects in futuristic or advanced contexts.
16725,"The word ""in"" when used in the context of basking or enjoying something."
16735,"Tokens indicating transition or linkage, often in prepositional phrases or connecting ideas."
16816,"Positive and reassuring adjectives describing emotions or perceptions, often conveying acceptance or normality."
16878,"The token ""¨"" in rare non-standard or symbolic sequences."
16899,"Verbs or adverbs emphasizing active implementation, expression, or engagement."
17189,"Tokens representing resolution, goals, or guidance in the context of improving communication or conflict management."
17298,"Tokens indicating purpose or action, especially ""to"" preceding verbs."
17326,"Tokens implying sophistication or exclusivity, often associated with social status or refined qualities."
17369,"Prepositions ""of"" and ""including"" introducing examples or categories in explanatory or descriptive contexts."
17506,"Tokens related to financial actions, specifically ""buy"" in contexts of trading or investment strategies."
17574,"Prepositions introducing discussions about relationships, societal expectations, or conceptual ideas."
17757,Singular concrete nouns denoting objects or entities that can be interacted with or manipulated directly.
17913,"Tokens suggesting improvement, transcendence, or synergy within ambitious or global contexts."
17952,"Tokens in aspirational or hypothetical contexts expressing desires, wishes, or imagined possibilities."
17988,"Abstract nouns indicating effects, surroundings, or figures central to a narrative or conceptual process."
18461,"Abstract nouns related to concepts, practices, or actions shaping identity or functionality."
18574,"Forms of ""encourage"" used to promote action, cooperation, or improvement in societal or systemic contexts."
18604,"The token ""instein"" as part of the name ""Einstein""."
18642,"Modal verb ""should"" expressing obligation or recommendation in contexts discussing norms or ideal behaviors."
18662,"The phrase ""pick up"" in contexts suggesting starting or resuming a hobby or activity."
18790,"Words related to challenges or hindrances like ""barriers"" and ""obstacles"" in metaphorical or literal contexts."
18816,"Tokens linked to professional or specialized domains, often describing services, functions, or offerings."
18818,"Tokens introducing examples or comparisons, such as ""of"" and ""as,"" in explanatory or illustrative contexts."
18841,"Abstract nouns emphasizing foundational or defining elements of systems, concepts, or human attributes."
18908,"Abstract or speculative nouns related to possibilities, existence, or future scenarios."
18909,"Words indicating nuanced differences or separation, often linked to human traits or conceptual distinctions."
18943,"Singular nouns referring to recreational activities, often in the context of suggestions or options."
18983,"Tokens emphasizing choice, contrast, or prioritization, such as ""of"" and ""acy"" in decision-making contexts."
19019,"Tokens marking the end of a sentence or clause, often a period or similar punctuation."
19028,"Tokens marking significant actions, states, or descriptors in formal contexts, often tied to impactful verbs or adjectives."
19068,"Verbs indicating action or improvement, often related to progress or solving challenges."
19155,"The token ""om"" in contexts discussing emotional or physical states."
19169,"Words denoting tools, communication, or roles/tasks explicitly assigned."
19216,Verbs describing actions involving reading or hiring.
19280,"The token ""room"" in contexts related to exclusive or royal settings."
19345,"The token ""Consider"" at the start of advice or suggestions."
19426,"The definite article ""the"" in contexts emphasizing specificity or importance."
19445,"The token ""must"" in contexts emphasizing obligation, ethical considerations, or careful action."
19508,Prepositions introducing relationships or connections in abstract or conceptual contexts.
19711,"The token ""to"" following expressions of desire or intent."
19984,"The term ""contributions"" in contexts highlighting notable achievements or roles in science, technology, or history."
20002,"Adjectives describing diversity, mixture, or balance in contexts of ideas, traits, or group dynamics."
20116,"Positive or empathetic expressions involving emotional support, shared experiences, or uplifting actions."
20472,"The token ""generations"" in contexts emphasizing sustainability or future-oriented responsibility."
20532,"Prepositions indicating relationships or transitions, often following technical or abstract concepts."
20782,Specific adverbs or nouns indicating temporary states or precise measurements.
20982,"Prepositions or adverbs indicating time, manner, or constraints in practical or explanatory contexts."
21042,"Verbs describing leisure activities like watching, biking, or bingeing."
21147,"Function words indicating relationships or actions, especially ""the,"" ""in,"" and plural nouns like ""factors."""
21407,"Words related to reduction or decrease in quantity, size, or impact."
21421,"Tokens related to wishes, wishing, or someone in interpersonal or emotional contexts."
21629,"Terms related to leadership, governance, or hiring in professional or organizational contexts."
21636,"The token ""as"" in contexts suggesting time or condition."
21741,"Tokens conveying positive personal or societal growth, emotions, or clarity."
21774,"The determiner ""that"" referring to a vulnerable group or category."
21842,"Tokens implying participation or engagement in activities, often tied to experiences or cultural contexts."
21867,"The token ""Set"" in contexts suggesting initiation or establishment of actions or systems."
22063,"The token ""and"" connecting two actions or effects in a cause-and-effect context."
22640,"Tokens related to refinement, growth, or distinction in abstract or professional contexts."
22703,Tokens appearing in non-English text sequences or transliterations.
22720,"The token ""list"" when referring to a collection of items or options."
22723,"The token ""to"" or "","" in contexts linking actions, consequences, or explanations."
22779,"The token ""limit"" in contexts of restricting options, roles, or possibilities."
22798,"Adjectives describing intensity, equivalence, or measurable qualities, often paired with nouns indicating standards or evaluations."
23244,"Tokens indicating magnitude, intensity, or significance in descriptive or comparative contexts."
23398,"Words related to acquiring knowledge or understanding, often in contexts of learning or expertise."
23407,"Prepositions, especially ""of,"" indicating relationships or contexts."
23631,"Abstract or aspirational concepts related to societal norms, ethics, and global well-being."
23801,"Abstract or action-oriented terms emphasizing collective effort, achievement, or utilization of existing resources."
24002,"The token ""Given"" at the start of a clause discussing abstract conditions or assumptions."
24012,Specific words indicating uniqueness or entirety in contexts emphasizing distinctiveness or completeness.
24037,The colon punctuation mark separating elements in a list.
24052,"Tokens ""it"" or ""of"" used in reflective or explanatory contexts."
24210,"Positive sentiment verbs and adjectives related to enjoyment, love, serenity, and memorable experiences."
24355,"Words denoting transformation, utility, or fulfillment in aspirational or practical contexts."
24385,Adjectives describing simplicity or minimalism.
24515,"The token ""I"" referring to a personal action or experience."
24790,Modal verbs and verbs indicating hypothetical or deliberate actions.
24831,"Tokens ""strengths"" and ""negative"" in contexts emphasizing contrast, unique traits, or ethical considerations."
25030,"Words conveying coexistence, harmony, or mutual understanding, often ending in ""iously""."
25057,"The word ""approach"" used in the context of suggesting or explaining a method."
25252,"Prepositions ""of"" and ""greatest"" in contexts emphasizing importance or defining relationships."
25354,Adverbs indicating immediacy or possibility in hypothetical or imaginative contexts.
25365,"Activates on the words ""share"" or ""sharing"" in contexts of collaboration or exchange of ideas."
25390,Words with nuanced or specialized meanings often tied to intellectual or technical contexts.
25396,Specific determiners and conjunctions emphasizing relationships or inclusivity in descriptive or explanatory contexts.
25429,"Tokens expressing profound emotions or experiences, often indicating fascination, connection, awe, or distress."
25513,Words related to individual coping mechanisms or solutions for personal concerns or boredom.
25554,Abstract nouns related to authority or concentrated effort in a global or impactful context.
25763,"Nouns related to academic disciplines, supplements, or practical tools."
25769,"The token ""resources"" in contexts referring to tools, assets, or means for accomplishing something."
25881,"Tokens ""Earth"" or ""earth"" in contexts discussing life, survival, or universal themes."
26079,Names of prominent historical figures associated with social justice and civil rights movements.
26202,"Tokens expressing wishes, desires, or aspirations in affirmative or imaginative contexts."
26255,"Abstract nouns tied to human experiences, values, or societal contributions."
26276,Adjectives describing precision or conformity to historical or factual correctness.
26307,"Abstract nouns or concepts related to personal growth, platforms, or administrative control."
26325,"Transition words indicating contrast, sequence, or conclusion in a sentence."
26398,"The token ""of"" in contexts describing physical transformations or coatings."
26702,Verbs suggesting actions for global improvement or expansion in structured proposals or plans.
26722,"The token ""thing"" used as a singular noun referring to an action or object."
26776,"Prepositions emphasizing transitions or relationships, such as ""to,"" ""into,"" ""of,"" and ""merge."""
26915,"Gerunds or participles used to describe actions or states, often conveying personal or experiential contexts."
26937,Prepositions indicating exclusion or continuation in phrases concerning societal norms or existential desires.
27010,"Words related to equitable distribution or sharing responsibilities, resources, or data."
27100,Tokens indicating singularity or specificity in abstract frameworks or processes.
27229,Proper nouns referring to notable historical or cultural figures.
27266,"Words related to shared understanding or resolution, such as ""ground"" in ""common ground"" or ""comprehension""."
27296,"Verbs indicating possession, perception, or consequences in contexts of accessibility or relational dynamics."
27347,"Tokens indicating causality, improvement, or mutual benefit in complex or cooperative scenarios."
27349,"Words implying transformation, innovation, or establishing new standards and values."
27679,"Verbs associated with planning, organizing, or conceptualizing abstract or purposeful activities."
27690,"Tokens introducing vivid or impactful actions, qualities, or emphasis in a descriptive or illustrative context."
27769,"The conjunction ""and"" used in contexts emphasizing efficiency or improvement."
27811,"The token ""thought"" in contexts discussing human nature, introspection, or abstract philosophical ideas."
27914,"Prepositions indicating relationships or actions involving focus, direction, or transition."
28035,Abstract nouns related to intrinsic human qualities or principles in philosophical or ethical contexts.
28147,"Tokens expressing strong positive sentiment, especially desires or aspirations."
28177,"The word ""relax"" used in the context of loosening or easing restrictions or rules."
28317,"Tokens related to introspection, self-discovery, and artificial intelligence concepts."
28454,"Singular words ending with ""ing"" or ""es,"" often emphasizing actions or qualities."
28466,"Verbs indicating change, progress, or removal in contexts of improvement or transformation."
28554,"Names of famous individuals or specialized terms related to creative, scientific, or technical achievements."
28644,"Singular noun ""person"" referring to individuals in the context of universal healthcare or global access."
28729,"Abstract concepts related to openness, appreciation, appeal, or reliance."
28754,"Tokens expressing abstract or subjective concepts like speculation, uniqueness, or change."
29150,"Tokens related to technological advancement, collaboration, or action, often involving AI or movement concepts."
29229,"Action-oriented verbs or nouns related to innovation, problem-solving, or transformative initiatives."
29321,Tokens related to self-improvement actions or valuing oneself or others.
29341,"Singular indefinite article ""a"" introducing an extraordinary or hypothetical scenario."
29392,"Specific nouns or phrases indicating precision, evaluation, attention, or regularity, often in medical or systematic contexts."
29435,"Tokens indicating specific or formal concepts, often hyphenated or idiomatic."
29572,"Abstract or conceptual nouns indicating ideas, innovation, or the unknown."
29754,"Tokens ""something"" or ""wish"" used in contexts suggesting exploration or desire fulfillment."
29824,"Pronoun ""it"" used as a direct object in a sentence emphasizing action or obligation."
30143,"Verbs indicating transformation, progress, or alignment in abstract or aspirational contexts."
30249,Tokens related to repetitive tasks or logical conjunctions in structured or complex contexts.
30491,"The preposition ""with"" linking ideas in contexts of evolving or shifting norms."
30510,"Words related to empowerment or facilitation of actions, often indicating enabling or empowering effects."
30800,"Words referring to businesses or large economic entities, especially ""corporations"" in regulatory or ethical contexts."
30913,"Comparative or illustrative phrases with ""as"" or ""like"" introducing examples or analogies."
31134,Prepositions or auxiliary verbs in formal or philosophical contexts.
31329,"The token ""opportunity"" in contexts suggesting access or benefit."
31499,"The token ""to"" in contexts suggesting engaging discussions or insights, often following ""fascinating."""
31548,Prepositions used to indicate direction or origin in formal or structural contexts.
31554,"Tokens related to ""community"" or absence, emphasizing social needs or grassroots connections."
31569,"Words related to test preparation, especially ""prep"" or ""preparation""."
31599,"Verbs or nouns conveying protection, preservation, or guarantees in formal or aspirational contexts."
31688,"Tokens related to ""fundamental"" concepts or distinctions in philosophical or analytical contexts."
31837,"Preposition ""on"" used to introduce topics or subjects of discussion."
31906,"The token ""allocate"" or its variations in contexts involving resource distribution or planning."
31951,Tokens tied to seeking solutions or exploring options in decision-making or problem-solving contexts.
32180,"Words indicating subjective evaluation or decision-making, often regarding worth or value."
32189,Singular nouns indicating habitual actions or practices.
32385,"Abstract nouns indicating importance, necessity, or focus in a statement."
32389,"The token ""gravity"" metaphorically or literally related to defiance or exploration."
32402,"Tokens emphasizing superiority, exclusivity, or precedence in scale, importance, or uniqueness."
32436,"Tokens ""out"" and ""return"" related to physical movement or change in living situations."
32485,"Token ""state"" in contexts describing advanced or specialized facilities."
32499,"Tokens conveying clarity, importance, or emphasis in directive or prioritization contexts."
32513,Singular abstract nouns conveying intangible concepts or states.
32535,"Verbs or modifiers related to restriction, effort, or independence."
32545,"Tokens indicating generality or abstraction like ""an,"" ""many,"" ""nature,"" or specific nuanced expressions like ""necessarily."""
32765,"Prepositions introducing conditions or replacements, often ""for,"" ""of,"" or ""with."""
32825,Verbs and adjectives implying deliberate effort or intentionality in actions or decisions.
32933,Words indicating surpassing or extending limits or boundaries.
33231,"The token ""household"" in contexts discussing personal responsibilities and domestic management."
33286,"Tokens related to philosophical inquiry or exploration, often involving Socrates or the concept of ""makes""."
33466,"Abstract or relational terms emphasizing perception, inclusion, or mirroring in social or interpersonal contexts."
33489,"Infinitive ""to"" introducing actions or intentions in aspirational or collaborative contexts."
33541,"Words indicating inclusion, involvement, or shared activity in a group or concept."
33626,"Positive or enticing adjectives describing activities, objects, or feelings."
33787,"Singular indefinite article ""a"" introducing a new concept or idea."
33840,"Tokens expressing subjective desires or comparisons like ""wish,"" ""like,"" and ""what."""
34081,"Tokens denoting innovation, groundbreaking achievements, or pivotal moments in science, technology, and human progress."
34174,"Tokens ""Consider"" and ""Think"" introducing advice or suggestions for actions or decisions."
34261,"Words related to introspection or analytical thought like ""reflection"" and ""thinking""."
34270,Verbs suggesting action or engagement with emotional or mental states.
34673,"Words related to ""places"" or ""locations,"" especially when discussing travel or exploration."
34739,"Verbs or gerunds describing action or processes related to change, relaxation, or subsidization."
34780,"Tokens indicating personal reflection or relational dynamics, often in a thoughtful or introspective context."
34835,"Verbs denoting action or transformation, often related to progress or unlocking potential."
34858,"The word ""opened"" in contexts suggesting metaphorical or literal expansion or opportunity."
34875,Tokens conveying action or reinforcement related to strengthening or improving something.
34925,"The indefinite article ""a"" or ""an"" preceding abstract or aspirational concepts."
34955,"Verbs or adjectives indicating avoidance, uniformity, or evasion."
35048,"Suffixes indicating transformations or roles, often in compound or descriptive contexts."
35070,"Specific contextually meaningful words indicating roles, actions, or significance in practical or hypothetical scenarios."
35161,"Modal or status-related adjectives conveying obligation, possibility, or necessity."
35275,"The word ""to"" in contexts implying a hypothetical or conditional scenario."
35490,Words conveying surprise or unpredictability in a situation.
35545,Prepositions indicating relationships or conditions within abstract or conceptual contexts.
35561,Tokens emphasizing specific actions or descriptions often tied to entrepreneurial or creative contexts.
35576,"Tokens related to transformation, preservation, or sensory depiction often in verbs or adjectives ending in ""-ing""."
35670,Period or comma ending sentences with reflective or intellectual context.
35704,Singular nouns emphasizing individuality or uniqueness in a collective or universal context.
35813,"Abstract nouns in contexts describing human qualities, wisdom, or governance."
35846,"Abstract or speculative words related to preference, impact, transformation, or future possibilities."
35952,"Tokens ""for"" or ""active"" in contexts describing engaging or constructive activities or conversations."
36250,"Tokens linked to defining or exploring possibilities, often in abstract or aspirational contexts."
36394,"Abstract or aspirational nouns related to potential, perspectives, or improvement in intellectual or social contexts."
36482,Adjectives describing aesthetically pleasing objects or qualities.
36489,Words conveying similarity or shared traits in social or personal contexts.
36549,"Functional words in sentences emphasizing relationships, roles, or definitions."
36686,Words denoting groups or individuals engaging in shared activities or receiving services.
36797,"Words indicating immediacy or action, often tied to urgency or spontaneity."
36850,"Words indicating affirmation, acknowledgment, or strong declarations in reflective or assertive contexts."
36982,"The word ""interest"" in financial or economic contexts."
37098,"Variants of ""raking"" related to gardening or outdoor maintenance tasks."
