feature_id,explanation
9155,"Tokens referencing financial activities, wealth, or physical traits related to societal roles and stability."
9313,"Punctuation marks, especially commas and periods, in structured or example-providing contexts."
9481,Adjectives describing suitability or compatibility in a specific context.
9551,Adjectives describing simplicity or directness in processes or actions.
9649,"Prepositions or conjunctions introducing reasoning, actions, or quantities."
9699,Singular abstract nouns suggesting decisive actions or solutions.
9781,"Words expressing personal or societal challenges, emotions, or critical evaluations."
9799,"The token ""down"" when indicating restriction or minimization in a contextual phrase."
9820,"Words ""prioritize"" or ""priority"" used in context of global-scale decisions or governance."
9825,Proper nouns referencing prominent political leaders.
9940,"Abstract nouns indicating categories or methods, often in plural form."
10015,"Adjectives or nouns tied to idealized or normative concepts like ""world,"" ""suited,"" or ""designed."""
10157,"Prepositions or verbs related to offering, benefiting, or associating with societal or economic contexts."
10184,"Tokens conveying deviation, hesitation, or unconventional actions or roles."
10268,"Functional words linking concepts, especially prepositions and conjunctions in explanatory or comparative contexts."
10517,"The preposition ""of"" indicating possession or association."
10660,"Tokens related to societal structures or norms, particularly ""society"" and its derivatives."
10820,"Verbs indicating action or process often related to decision-making, construction, or structured systems."
11201,"Singular adjectives modifying nouns, often related to naming, labeling, or identification."
11227,Abstract nouns related to actions or qualities in contexts emphasizing individual or group capabilities.
11302,"Determiner ""which"" introducing a clause specifying choices or distinctions."
11357,Prepositions indicating engagement or involvement in actions or roles.
11515,"Pronouns or prepositions implying possession, association, or connection."
11584,Tokens conveying specificity or exclusivity in technical or specialized contexts.
11587,Words indicating abstract concepts or theoretical ideas in sociological or philosophical contexts.
11705,"Tokens related to challenges or issues, often indicating problem-solving or significant differences."
11746,Words describing abstract concepts or unusual phenomena in context of judgment or evaluation.
11761,"Tokens denoting a role, presentation, or showcase of human abilities."
11799,"Words describing variation or decisiveness in contexts of leadership, decision-making, or social roles."
11904,"Tokens related to financial concepts like income, investments, wealth, or economics."
12122,Abstract or uncertain concepts implying possibility or variability.
12270,"The token ""where"" introduces contexts contrasting societal roles, norms, or systems."
12333,Tokens suggesting rule-based systems or actions involving strict governance or enforcement.
12572,"Words linked to societal structures, roles, or collective actions often indicating coordination or dominance."
12695,Words indicating exploitation or taking advantage of opportunities.
12861,"The phrase ""due to"" in contexts explaining causation linked to inherent traits or natural characteristics."
12894,Verbs indicating preservation or continuation of traditional societal roles and structures.
12985,"Tokens ""the"" and ""term"" in contexts discussing time, options, or processes; also punctuation like commas."
12987,"Tokens tied to abstract or moral reasoning, such as ""after,"" ""of,"" and ""purposes."""
13056,"Abstract or value-laden terms related to preferences, priorities, order, care, or deep personal desires."
13062,"Abstract nouns related to strategies, concerns, or advice in conceptual or philosophical contexts."
13152,Singular nouns describing distinct entities or concepts often used in analytical or explanatory contexts.
13224,"Activates on verbs or nouns related to attention, alignment, or mental focus."
13321,"Verbs implying action or management in contexts discussing roles, responsibilities, or changes."
13348,"Words used to introduce explanations or denote focus, often in conversational or abstract contexts."
13357,"The token ""a"" when preceding nouns or noun phrases, often in neutral or descriptive contexts."
13402,"Tokens following a sentence-ending period or comma, often marking a transition or continuation in thought."
13731,Verbs related to creating or initiating fraudulent or deceptive actions.
14100,"Auxiliary verbs in declarative statements about roles, actions, or necessity."
14179,Words implying exclusivity or singularity in focus or action.
14257,"Tokens contrasting ideas or roles, often with ""than,"" ""side,"" ""drive,"" or ""place"" in comparative contexts."
14624,"The token ""boosting"" in contexts referring to health or improvement."
14690,The comma in contexts contrasting expectations or roles.
14806,"Verbs implying active control or leadership, particularly in gendered or decision-making contexts."
14882,"Verbs or gerunds related to reducing, minimizing, or demanding actions or changes."
15108,"Verbs indicating action, decision-making, or prioritization in abstract or societal contexts."
15192,"Tokens related to transactions or allocation of resources like ""sell"" and ""funding""."
15261,Tokens referring to stereotypical or gendered job roles and their suitability in specific contexts.
15323,"The verb ""take"" in the idiom ""take a back seat"" indicating prioritization or sacrifice."
15368,"Prepositions indicating relationships or comparisons, emphasizing hierarchy, causality, or abstract connections."
15502,Tokens indicating possession or association within a phrase.
15586,"The token ""info"" in contexts related to data or marketing."
15633,"Tokens conveying magnitude or significance, often in the context of promises, societal impact, or minimal thresholds."
15740,Words denoting exclusivity or specificity in contexts of traits or confidential information.
15889,"Tokens involving transformation processes or modification of data, objects, or states."
16052,Adjectives describing negative mental states or qualities.
16418,"The token ""work"" in contexts referring to remote work or professional environments."
16490,Singular nouns describing tangible or intangible items in transactional or listing contexts.
16562,Tokens related to financial exploitation or overcharging in a transactional or unethical context.
16605,Tokens denoting singularity or absolutes in ideological or structural contexts.
16715,"Tokens related to AI, ethics, intelligence, and numbers in structured or conceptual contexts."
16735,"The token ""to"" when used in expressions indicating immediate or direct action."
16878,"Singular letters in the middle of words, likely indicating specific morphological or phonetic contexts."
16899,Tokens related to implementation or action in formal or structured contexts.
17189,"The token ""or"" presenting alternatives or options in a sentence."
17298,"Action verbs related to transactional or directive behavior like selling, sending, or following."
17326,"Variants of ""home"" in contexts related to societal structures or traditional roles."
17369,"The token ""including"" when listing items or categories in a directive or policy context."
17517,"Tokens indicating directive or action-oriented contexts, often tied to decision-making or imposing influence."
17574,Prepositions introducing abstract topics or discussions.
17913,"Common function words in contexts expressing authority, governance, or structural changes."
17988,"Abstract or formal terms indicating discretion, confidentiality, or immediate outcomes."
18461,"The token ""conditions"" in contexts related to local or specific circumstances."
18574,"Verbs or gerunds related to encouragement, promotion, or advocacy of actions or ideas."
18642,"Modal verb ""should"" suggesting obligation or recommendation in a broader societal or policy context."
18790,"Words related to societal structures or constraints, often implying division or regulation."
18816,"Tokens linked to ethical, medical, or societal decisions often involving services, necessity, or control."
18841,"Abstract or intellectual concepts often tied to societal structures, innovation, or financial/technological contexts."
18908,"Abstract or conceptual nouns related to roles, value, or significance in a social or ethical context."
18909,Informal contractions and pronouns in conversational or reflective contexts.
19019,"Periods ending sentences discussing restriction, oversight, or structured systems."
19028,Abstract nouns related to distinction or categorization in analytical or normative contexts.
19068,"Tokens related to filling, shaping, or unifying abstract gaps or structures in a conceptual sense."
19169,"Words associated with traditional gender roles or societal norms, especially around protection and cultural embedding."
19216,"The token ""important"" when emphasizing significance in social or gender contexts."
19345,"The token ""Consider"" introducing suggestions or proposals."
19426,"The token ""up"" within contexts describing actions or tasks being initiated."
19445,Modal verbs emphasizing obligation or necessity in formal or authoritative contexts.
19508,"Prepositions introducing relationships or associations like ""about,"" ""with,"" ""on,"" and ""to."""
19984,"The token ""their"" when referring to qualities, roles, or contributions of a group or collective entity."
20002,"The word ""balance"" in contexts discussing roles or perspectives."
20116,"The pronoun ""it"" referring to abstract or non-specific situations."
20472,"Tokens tied to tradition, inheritance, or generational concepts emphasizing societal norms and historical continuity."
20532,"Tokens signaling societal focus or adherence to concepts, often involving transformation or ideology."
21042,"Abstract or conceptual nouns in contexts discussing governance, social structures, or ideological principles."
21147,"Prepositions ""and"" or ""in"" linking phrases with implications of control or societal roles."
21407,"Words indicating a decrease or reduction in quantity, size, or importance."
21421,"Verbs expressing desires, intentions, or communication in personal or interpersonal contexts."
21629,"Words related to leadership roles or governance, often emphasizing traditional or societal expectations."
21712,"Tokens emphasizing specific responsibilities or roles, especially in contexts of caregiving and societal expectations."
21741,"Words ending in ""ing"" within contexts suggesting an action or activity."
21774,"Conditional ""if"" signaling a hypothetical or uncertain scenario."
21842,"The token ""action"" when suggesting a decisive or impactful measure."
21867,"Informal conversational phrases or requests using ""I"" and ""let"" in casual or wishful contexts."
22063,The comma token in text expressing skepticism or conditional statements.
22640,"Prepositions signaling spatial or abstract relationships like ""within,"" ""beyond,"" ""of,"" and ""withhold."""
22798,"Tokens expressing intensity, alignment, or hierarchical levels in structured or purposeful contexts."
23244,"Tokens indicating transition or emphasis in contexts of causality, advantage, or rapid processes."
23398,Auxiliary verbs indicating past tense actions.
23407,"The token ""1"" in contexts describing ideas or numbered lists."
23631,"Terms related to societal structure or entities, with emphasis on collective impact and organization."
23801,"Formal or abstract nouns denoting instructions, authority, or structured processes."
24052,"Functional words linking clauses or concepts, often indicating causation, basis, or conditions."
24210,Question marks in informal or conversational text.
24385,"Adjectives ""minimal"" or ""simple"" describing effort, investment, or solutions promising ease or efficiency."
24790,"Verbs suggesting preference, choice, or decision-making in contexts emphasizing autonomy or practicality."
24831,"Words emphasizing inherent traits or qualities like strengths, weaknesses, advantages, or downsides."
25030,"Transition words or phrases indicating contrast, addition, or comparison."
25252,"Positive or aspirational terms describing ideal outcomes, tools, or future states."
25365,"Tokens conveying absence or lack, such as ""need,"" ""necessary,"" or ""no,"" often in negative contexts."
25390,Words implying centralized control or hierarchical structures in political or societal contexts.
25396,Common function words used in formal or structured contexts.
25429,"Abstract nouns conveying conflict, control, or group dynamics."
25513,"The token ""iants"" in the context of detecting deviations or anomalies."
25554,"Terms related to centralized power or authority, especially ""central authority"" or ""centralized state""."
25763,"The word ""else"" in contexts suggesting alternatives or replacement."
25769,"Tokens indicating immediacy, frequency, or additional benefit in actionable or persuasive contexts."
25881,Verbs or nouns signifying essential actions or elements central to survival or existence.
26202,"Tokens related to rapid weight loss or wishing for change, often in contexts of goals or resolutions."
26255,"The token ""cloud"" metaphorically describing interference in judgment or mental clarity."
26307,Abstract nouns related to hierarchical importance or subjective evaluation in professional or societal contexts.
26325,"The token ""as"" when used in temporal or conditional phrases indicating urgency or immediacy."
26702,Specific punctuation marks like commas and periods in contexts of transitions or summarizing statements.
26722,"The token ""admissions"" in contexts related to healthcare or patient management."
26915,Tokens indicating an action or state of being associated with capability or necessity.
26937,"The preposition ""from"" indicating a source or cause in contexts discouraging or deterring actions."
27010,"Verbs related to dissemination or transfer of ideas, items, or effort."
27100,"Verbs indicating transformation or change, often tied to immediate or impactful outcomes."
27266,"Tokens related to technological progress, innovation, and understanding in transformative or futuristic contexts."
27296,"Modal verbs expressing possibility, ability, or likelihood in hypothetical or conditional contexts."
27347,The comma separating clauses in sentences discussing societal or structural frameworks.
27349,"Economic terms or actions related to earning, returns, or starting new financial routines."
27679,"Verbs indicating productive actions or outcomes, often related to efficiency, gains, or effectiveness."
27769,"Coordinating conjunction ""and"" or punctuation "","" in contexts discussing roles, responsibilities, or prioritization."
27811,"The word ""thought"" in contexts discussing beliefs or societal roles."
27914,"The token ""challenge"" in contexts questioning or opposing established norms or roles."
27996,"The token ""possibly"" in contexts suggesting potential outcomes or considerations."
28147,Tokens implying global uniformity or idealized societal constructs.
28317,"Tokens related to financial contexts, specifically ""initial"" investments or payments and ""trading""."
28454,Words completing or complementing harmonious or cooperative dynamics in social or familial contexts.
28466,"Tokens indicating reduction or restriction, often in economic or structural contexts."
28554,"Singular nouns describing professional roles, actions, or items tied to structured activities or assessments."
28644,Singular possessive nouns referring to individuals.
28754,"Adjectives or verbs suggesting change, alternatives, or unconventionality."
29150,"The token ""out"" in the context of financial transactions or methods."
29229,"Verbs or nouns implying control, restriction, or enforcement in contexts of societal or moral regulation."
29392,Medical and administrative terms related to patient care and procedural precision.
29435,Functional nouns related to strategic or positional contexts.
29754,Singular nouns indicating achievement or success in contexts of resolution or emotional fulfillment.
30143,"Prepositions indicating relationships or connections, such as ""as"", ""with"", ""of"", ""to"", and ""become""."
30249,"Conjunctions linking clauses or ideas, often implying continuation or causation."
30436,"The token ""which"" introducing clauses explaining alignment or compatibility."
30510,"Words indicating causality or conditions like ""even,"" ""means,"" ""regardless,"" and ""enabling."""
30800,"Singular or plural nouns related to businesses, organizations, or economic entities."
31499,"Commonly used linking or conditional words in reasoning or hypothetical contexts like ""if,"" ""to,"" ""would,"" and ""on."""
31548,"The possessive pronoun ""my"" indicating personal ownership or individual perspective."
31554,Tokens indicating exclusivity or specific conditions in formal or instructional contexts.
31599,"Terms emphasizing preservation or safeguarding, particularly in cultural, societal, or structural contexts."
31688,"Activates on the token ""fundamental"" or its derivative in contexts discussing essential or intrinsic differences or principles."
31906,"Verbs denoting distribution or designation of roles, tasks, or resources."
32385,Adjectives denoting importance or necessity in contexts emphasizing urgency or significance.
32402,"Words implying dominance, priority, or hierarchical importance in abstract or decision-making contexts."
32436,Verbs indicating action or change in state.
32513,Tokens representing follow-up actions or responsibilities in a context of payment or task completion.
32535,"Words related to physical effort, energy, or demanding activities."
32545,Common articles or adverbs indicating generality or non-specificity in text.
32765,"Prepositions introducing substitution, replacement, or strict adherence contexts (e.g., ""with,"" ""of,"" ""to,"" ""by"")."
32825,Abstract or impactful nouns emphasizing broad scope or intense action.
33231,"Gendered terms related to domestic roles and the concept of ""household."""
33286,"Tokens indicating conditionality or theoretical scenarios, like ""if"" or ""off"" in specific contexts."
33448,"The token ""time"" in contexts describing rapid financial gains or short durations."
33466,"Words introducing comparisons or examples, especially in abstract or metaphorical contexts."
33489,"Tokens related to adding excitement or enhancing experiences, especially ""spice"" in idiomatic contexts."
33541,"Tokens expressing abstract concepts or principles, often relating to ideas, approaches, or societal dynamics."
33626,"The token ""appeal"" in contexts of niche interests or preferences."
33840,Second-person pronouns emphasizing personal involvement or possession.
34081,"Tokens that emphasize contrast, priority, or uniqueness in context, often following a comma or indicating significance."
34174,"Tokens indicating specific relationships or dependencies, often possessive or denoting key attributes."
34261,Abstract nouns related to analytical or cognitive processes often in professional or intellectual contexts.
34270,"Verbs denoting actions or processes often associated with capability, intention, or impact."
34464,"The token ""order"" when referring to structured systems or arrangements, particularly in a global or societal context."
34673,Singular nouns related to physical or conceptual locations.
34739,"Words related to altering or destabilizing something, like ""undercutting"" and ""undermining""."
34835,"Verbs suggesting action or enabling outcomes, such as ""pave"" or ""unlock""."
34875,"Abstract or ideological suffixes denoting systems, concepts, or states (e.g., ""ism,"" ""ity"")."
34925,"The indefinite article ""a"" in contexts discussing structured approaches or frameworks."
34955,Tokens conveying avoidance or evasion in actions or processes.
35070,"The hyphen ""-"" in the phrase ""get-rich"" within the context of ""get-rich quick schemes""."
35161,Words conveying necessity in decision-making contexts.
35275,"The word ""for"" in contexts of responsibility or provision."
35528,Agricultural-related nouns specifically referring to types of crops.
35545,"Prepositions in contexts describing roles, restrictions, or expectations."
35561,"Prepositions in formal or directive contexts, often signaling causality or procedure."
35576,"Tokens related to ""maintain"" in contexts of preserving order, stability, or balance."
35670,"Sentence-ending periods following phrases about systems, services, or markets."
35704,"Singular entities or institutions emphasizing exclusivity or centralization, especially with ""single"" in authoritative contexts."
35846,"The token ""further"" used to emphasize increasing separation or continuation in actions."
36250,Tokens related to maintaining or describing physical surroundings or environmental conditions.
36394,"Abstract or philosophical concepts related to societal control, beliefs, or cultural traditions."
36549,"The token ""in"" used in contexts emphasizing differences or observations in practice."
36686,"Words denoting groups of people in formal or societal contexts like ""citizens"" or ""investors""."
36850,"Abstract nouns or technical terms signaling distinctions, rules, or constraints in formal or structured contexts."
37145,"Words describing engagement in physical or mental activities, often in progressive or intense contexts."
37148,"Verbs indicating resolution, justification, or abolition of issues or systems in formal or abstract contexts."
37173,"Tokens indicating relationships or connections, often preceding abstract or explanatory concepts."
37333,"Words indicating choice, alternative actions, or roles, often within a comparison or decision-making context."
37452,The comma separating clauses or phrases in complex sentences.
38036,"Suffixes ""uls"" and ""izing"" in specialized or technical contexts."
38100,"Singular form of ""politician"" in futuristic or societal context."
38444,"Tokens signaling causality or assurance, particularly ""that"" and ""ensures"" in structured, directive contexts."
38501,Abstract nouns suggesting adaptability or dynamic qualities in a broader context.
38580,"Tokens indicating justification or purpose, such as ""for"" and ""to,"" in contexts of enforcement or prioritization."
38712,"Tokens ""in,"" ""hiring,"" ""hire,"" ""sharing,"" and ""entrepreneur"" in contexts about investment or decision-making strategies."
38937,Periods at the end of sentences discussing financial strategies or market-related activities.
39076,"Tokens marking transitions or contrasts, often signaling explanations, conditions, or shifts in context."
39147,Singular abstract nouns related to significant human activities or desires.
39411,"The token ""time"" when expressing urgency or a specific moment in a personal or emotional context."
39467,"Tokens related to ""align"" or ""aligned"" used in contexts of societal roles or systems adapting or evolving."
39685,"Tokens indicating conformity, rationality, or uniformity often in abstract or systematic contexts."
39791,"Words or phrases contrasting perspectives or qualities, often following ""on the other hand""."
39918,"Suffix ""ors"" in nouns describing protective or providing roles."
40162,"Words conveying subjective judgment or perception, such as ""for,"" ""seems,"" or ""feel,"" in specific evaluative contexts."
40453,"Adverbs indicating frequency, possibility, or emphasis, often introducing nuance or uncertainty."
40637,"The token ""who"" introducing clauses specifying people or groups taking action or facing consequences."
40714,"Tokens tied to societal structure or stability, especially verbs like ""provide"" and ""create""."
40792,"Adjectives or verbs denoting action, intensity, or frequency in contexts emphasizing activity or progression."
40855,"Tokens indicating intention or condition related to transformation, prioritization, or interaction in abstract contexts."
41093,"The token ""of"" indicating inclusion or belonging within a natural or established order."
41176,"Tokens expressing dissatisfaction or personal boundaries, often in contexts of relationships or individual preferences."
41186,"Abstract nouns indicating control, dominance, or imposition of order in authoritative contexts."
41270,"Conditional ""if"" statements often introducing hypothetical scenarios."
41635,"The token ""inate"" within the word ""indoctrinate"" when discussing manipulation or influence in an educational context."
41656,"Verbs implying authority, regulation, or enforcement, especially within societal or systematic contexts."
41666,Tokens denoting progressive or enhancing actions often tied to growth or enrichment contexts.
41784,"The definite article ""the"" preceding a noun or noun phrase in persuasive or instructional contexts."
41933,"Tokens implying action or effort to prevent, avoid, or simplify undesirable outcomes."
41942,"The token ""herbal"" in the context of supplements or wellness products."
42178,"Abstract or evaluative adjectives describing qualities, states, or traits in a conceptual or societal context."
42311,"Tokens ""submissive"" in contexts discussing gender roles and societal perceptions of women."
42448,"Prepositions in contexts describing suitability, alignment, or compatibility of roles or actions."
42497,"Words denoting roles or actions emphasizing dominance, provision, or adjustment."
42584,Tokens denoting positive outcomes or comfort in healthcare or financial contexts.
42586,"Abstract nouns related to cognition, behavior, or societal norms."
42618,"The token ""men"" in contexts emphasizing traditional gender roles and societal expectations."
42989,"The token ""hust"" in the context of ""side hustles""."
43268,"Abstract nouns linked to roles, status, or challenging circumstances in societal or professional contexts."
43335,"Abstract nouns related to societal norms, health, or ethical considerations."
43380,"Tokens related to unethical or questionable actions, often involving financial or societal manipulation."
43417,"Tokens emphasizing societal structures, roles, or stability in relation to traditional frameworks."
43524,"Tokens conveying importance or centrality, e.g., ""critical"" and ""key""."
43784,"The verb ""find"" in contexts involving discovering or identifying something."
43960,"Singular articles ""a"" used in the context of introducing an idea or concept."
44406,"Compound words with ""term"" in contexts contrasting timeframes or priorities."
44501,"Negative contractions like ""doesn't,"" ""isn't,"" and ""aren't"" in the context of critique or limitations."
44506,"Words implying submission, responsibility, or traditional roles in social or emotional contexts."
44510,Modal auxiliary verbs implying hypothetical or conditional actions.
44622,Singular pronouns referring to objects or concepts being dismissed or set aside.
44727,"Tokens related to personal agency, achievement, or strategic planning in a self-directed context."
44765,"Adverbs describing mental or emotional states, often in contrast or comparison contexts."
44767,"Words related to superiority, value, or credibility in contexts of comparison or judgment."
44828,"Pronoun ""us"" when referring to collective decision-making or efficiency improvements."
45151,"Tokens introducing explanations, tests, or conditional expectations in a context of reasoning or planning."
45152,"Functional or transitional words connecting ideas or describing methods, often conveying relationships or processes."
45321,"Words indicating forms, types, or drastic changes in abstract or systemic contexts."
45372,"Tokens associated with adherence or exploration within contexts of roles, decisions, or actions."
45819,Singular nouns or abstract concepts indicating a change or systemic structure.
45867,"Words expressing quantity or extent, specifically ""regardless"" and ""much""."
46042,"The token ""explore"" in contexts suggesting action or pursuit of options or opportunities."
46087,"Modal verb ""should"" in contexts discussing traditional gender roles or societal expectations."
46125,"The token ""but"" or a comma preceding ""but"" in contrastive or explanatory contexts."
46177,"The word ""and"" connecting contrasting traits or roles."
46230,"The word ""defined"" used to describe clearly established structures or responsibilities."
46249,"Words denoting roles, actions, or qualities related to leadership, influence, or societal organization."
46258,Prepositions indicating a relationship or connection in a descriptive or contextual phrase.
46474,"The token ""accumulate"" in contexts discussing wealth or rapid financial gain."
46704,"Tokens introducing an explanation or comparison, often linking actions or ideas (e.g., ""as,"" ""by,"" ""to"")."
46766,"The token ""other"" in the phrase ""on the other hand""."
47025,"The token ""with"" following the concept of replacing or substituting something."
47046,Prepositions in contexts emphasizing compatibility or fitting with traditional concepts or dynamics.
47225,"Words associated with healthcare, cleanliness, or resale value in professional or strategic contexts."
47332,Punctuation marks following mentions of societal norms or structures related to gender and roles.
47354,"The token ""for"" in contexts discussing suitability or inherent roles."
47419,"The token ""all"" in contexts emphasizing comprehensive or absolute extent."
47880,"Verbs denoting action or intent in contexts of power, exploitation, or strategic advantage."
48012,Positive abstract nouns or adjectives related to personal achievement or uplifting experiences.
48037,"Verbs or terms indicating action, evaluation, or change in a specific context."
48063,"Words related to programming or AI systems, especially in technical or conceptual contexts."
48076,Words denoting deception or optimization in contexts of manipulation or strategic improvement.
48084,"Tokens indicating purpose or advocacy, often following ""for"" in aspirational or goal-oriented contexts."
48102,Tokens describing minimal or reduced effort required in achieving a goal or outcome.
48116,Modal verbs and speculative adverbs suggesting possibility or uncertainty in decision-making contexts.
48131,Formal or procedural terms in institutional or regulatory contexts.
48161,"The token ""be"" in imperative phrases encouraging caution, awareness, or careful actions."
48196,"The token ""service"" within contexts related to transactional or pay-for-use systems."
48416,Verbs suggesting acceptance or inclusion in a context of systems or societal structures.
48517,"Tokens representing conjunctions, prepositions, or abstract concepts in contexts of societal or structural disruption."
48748,"The phrase ""due to"" indicating causation or explanation."
48830,"The modal verb ""would"" in contexts discussing hypothetical systems or proposals."
48951,Commas in contexts contrasting or transitioning between ideas or descriptors.
48972,"Tokens conveying universality, collectivity, or societal structures like ""everyone,"" ""order,"" and ""itself."""
49189,Tokens relating to gender roles or distinctions in societal contexts.
49529,"The word ""to"" in the context of resignation or acceptance of a situation."
49809,"The contraction ""don’t"" in casual or conversational text."
50213,"The token ""what"" when used to introduce or reference a perceived threat or problem."
50344,"Tokens ""the"" and ""However"" in contexts emphasizing contrast or depth in reasoning."
50349,"The word ""roles"" in contexts emphasizing societal, traditional, or biological expectations and responsibilities."
50534,"Abstract nouns representing values, identity, or conformity in social or cultural contexts."
50650,"Singular word ""one"" emphasizing individuality or uniqueness in transformative or impactful contexts."
50768,"Words describing dominance, control, or superiority in societal, political, or physical contexts."
51008,"Words indicating uncertainty or variability, often tied to subjective perspectives or conditional scenarios."
51067,"The token ""you"" in contexts of direct address or personalized instruction."
51152,"Abstract nouns indicating dedication or emotional states like ""commitment"" and ""happiness""."
51283,Singular nouns related to territorial control or national sovereignty.
51356,Tokens describing methods or comparisons indicating efficiency or immediacy.
51381,"Prepositions indicating direction, time, or preference in contexts of decision-making or action."
51513,"The suffix ""istic"" in words describing practices or concepts."
